id	text	created_at	favorite_count	retweet_count	lang	user_id	user_name	user_screen_name	user_followers_count	user_friends_count	user_favourites_count	user_listed_count	user_statuses_count	user_description	user_location	user_created_at	user_verified	user_protected
1496695431673397251	Live from Kyiv, Ukraine right now, from the instagram of a girl I follow. Her username has been cropped out for her own safety. #StandWithUkraine https://t.co/frHal49wm2	Thu Feb 24 03:56:12 +0000 2022	5277.0	2168.0	en	247536206	ШУРА	seanisinnocent	643.0	152.0	1590.0	9.0	11288.0	🇺🇦	Kyiv, Ukraine	Sat Feb 05 00:45:10 +0000 2011	False	False
1496802689669292039	🚨Vladimir Putin has appeared to threaten nuclear strikes if any country tries to attack Russia in retaliation.  In a chilling warning, he said the “consequences” of any attempt to strike back would provoke a response “never seen in history” https://t.co/yrEUaNKIQJ	Thu Feb 24 11:02:25 +0000 2022	16685.0	6256.0	en	16343974	The Telegraph	Telegraph	3192244.0	865.0	371.0	20447.0	469652.0	Think ahead with the latest news, comment, analysis and video.   Subscribe here: https://www.telegraph.co.uk/customer/subscribe/	London, UK	Thu Sep 18 06:50:54 +0000 2008	True	False
1498223063208542208	En serio, dejad de hacer el ridículo diciendo que Putin es comunista. Es un ultranacionalista y conservador. Y le ganó la presidencia precisamente al candidato comunista. Y yo soy un socialdemócrata. Pero las cosas hay que decirlas como son. Es una cuestión de cultura general.	Mon Feb 28 09:06:28 +0000 2022	1685.0	458.0	es	211250630	🌹 Adrián Barbón 💙💛	AdrianBarbon	39114.0	2797.0	37408.0	246.0	44425.0	Del 4 de enero de 1979, del @PSOE y de Laviana. ¿La Política? ¡Mi pasión! Secretario General de la @FSA_PSOE y Presidente del Principado de Asturias	Asturias (España)	Tue Nov 02 18:56:21 +0000 2010	True	False
1499376918591909895	The vessel was reportedly under the control of the Russian Navy on 02 March and being used as a human shield in preparation for the Russian amphibious force landing.	Thu Mar 03 13:31:29 +0000 2022	105.0	72.0	en	25386372	Marko Mihkelson	markomihkelson	20165.0	1919.0	12437.0	312.0	26077.0	Chairman of Foreign Affairs Committee of Estonian Parliament. International relations. Global security. Russia. Baltic States. China. EU. NATO. @eestivalisnk	Estonia, Tallinn	Thu Mar 19 21:13:41 +0000 2009	False	False
1499035323518844929	Welcome Back to Motherland!  Welcome Home!  Received our students who have been safely evacuated from #Ukraine, under @opganga, on behalf of our people, PM Shri @narendramodi ji &amp; Government of India, today in New Delhi. #OperationGanga https://t.co/TY08HJHp2Y	Wed Mar 02 14:54:06 +0000 2022	920.0	487.0	en	160509668	G Kishan Reddy	kishanreddybjp	306374.0	763.0	36391.0	422.0	30393.0	Union Minister For Culture, Tourism And Development Of North Eastern Region (DoNER), Government of India | MP - Secunderabad	Hyderabad, Telangana.	Mon Jun 28 11:05:12 +0000 2010	True	False
1497840712821329923	"""""""Go back to your country"""":  brave little girl confronts invading Putin's Army #DefendUkraine #UkraineRussiaWar #Ukriane https://t.co/E3eZiTZBLL"""	Sun Feb 27 07:47:09 +0000 2022	2392.0	843.0	en	1577680202	FR News Now	frnews_ng	10033.0	7066.0	3202.0	25.0	17848.0	Media Network 79ADF164 feelrivers@gmail.com	Rivers State	Mon Jul 08 13:24:47 +0000 2013	False	False
1497635084979032066	The civilian resistance in Ukraine has received instructions from the military on how to help stop Russia's advance. Above all, the defense ministry advised people to keep themselves safe — but make life for Russian soldiers as difficult as possible. https://t.co/oX34huHz5e https://t.co/5nuPiG0Dvn	Sat Feb 26 18:10:03 +0000 2022	7145.0	1311.0	en	807095	The New York Times	nytimes	52053369.0	872.0	18850.0	214310.0	464929.0	News tips? Share them here: http://nyti.ms/2FVHq9v	New York City	Fri Mar 02 20:41:42 +0000 2007	True	False
1499690462730407943	🚨  El momento en el que un misil ruso impacta de lleno en la mayor central nuclear de Ucrania. La explosión de esta central podría ser 10 veces peor que la de Chernobil.  https://t.co/p13NGD2IjQ https://t.co/mrHRPhAQ9h	Fri Mar 04 10:17:23 +0000 2022	65.0	28.0	es	237413314	AlRojoVivo	DebatAlRojoVivo	561873.0	302.0	51.0	3240.0	98534.0	Un debate plural donde caben las opiniones y sugerencias de todos. De lunes a viernes, a las 11 horas, en @laSextaTV		Wed Jan 12 19:56:36 +0000 2011	True	False
1497293195763408905	На фото – пілот МіГ-29. Той самий «Привид Києва».   Він викликає жах у ворогів та гордість в українців 🇺🇦   На його рахунку 6 перемог над російськими пілотами!   З такими потужними захисниками Україна точно переможе! https://t.co/GJLpcJ31Si	Fri Feb 25 19:31:30 +0000 2022	18847.0	3699.0	uk	2423747006	Петро Порошенко	poroshenko	1255404.0	55.0	41.0	2641.0	20672.0	П’ятий Президент України, 5th President of Ukraine https://t.me/PresidentPoroshenko		Wed Apr 02 12:41:51 +0000 2014	True	False
1497603013799784449	A Nigerian medical student at Poland/Ukraine border (Medyka-Shehyni) told me she has been waiting 7hrs to cross, she says border guards are stopping black people and sending them to the back of the queue, saying they have to let 'Ukrainians' through first.	Sat Feb 26 16:02:37 +0000 2022	73328.0	31162.0	en	29975469	Stephanie Hegarty	stephhegarty	30649.0	1597.0	11306.0	268.0	9295.0	Population correspondent @BBCNews. Looking at demographic shifts & how they change the way we live. Previously in Nigeria for the BBC. Economic migrant/oyinbo.	LDN via Lagos via Dublin 🇮🇪	Thu Apr 09 12:42:52 +0000 2009	True	False
1499104628935299072	Think for a brief moment.  US/China have been helpless to evacuate their citizens from Ukraine since the war began.  India today managed to stop THE WAR for 6 hours in Kharkiv to let rescue Indian students.  Damn positive about remaining Indian students being rescued soon. 🇮🇳	Wed Mar 02 19:29:30 +0000 2022	22310.0	4838.0	en	44425241	Aditya Raj Kaul	AdityaRajKaul	362320.0	8670.0	109090.0	1353.0	96622.0	Executive Editor, TV9. National Security & Strategic Affairs. Tedx Speaker. @ACYPL Fellow. Kashmiri. Reportage: @CBCNews @TimesNow @CNNNews18 @TimesofIndia	New Delhi, India	Wed Jun 03 18:49:42 +0000 2009	True	False
1498978308306124800	Amid #RussiaUkraineCrisis, Civil Aviation Minister #JyotiradityaScindia (@JM_Scindia) on Wednesday interacted with the Indian students awaiting their flights at #Bucharest airport and assured them of quick departure to the homeland.  #RussiaUkraineWar #RussiaUkraineConflict https://t.co/2cjILahGs2	Wed Mar 02 11:07:33 +0000 2022	419.0	64.0	en	141584822	IANS Tweets	ians_india	73457.0	44.0	142.0	648.0	324586.0	India's largest independent News Agency	New Delhi	Sat May 08 13:21:45 +0000 2010	True	False
1494789108874551299	Small update: Yuriy Butusov punched out Nestor Shufrych and got him in a headlock for a minute. https://t.co/hZbkkuElb4	Fri Feb 18 21:41:10 +0000 2022	1317.0	541.0	en	20098340	Glenn Kates	gkates	7859.0	1668.0	14388.0	589.0	7164.0	Journalist and journalism-related things in Kyiv. Previously  @currenttimetv @RFERL @nytimes. Audio/video documentary in English and Russian for @codastory.	Kyiv	Wed Feb 04 21:50:27 +0000 2009	True	False
