id,tweet_link,tweet_link_decision,text,created_at,favorite_count,retweet_count,lang,user_id,user_name,user_screen_name,twitter_profile_link,twitter_profile_link_decision,botometer_score,botometer_calculation_date,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_statuses_count,user_description,user_location,user_created_at,user_verified,user_protected,manual_bot_check,threshold_date,account_age
1498191923785486341,https://twitter.com/LenochkaElen/status/1498191923785486341,,"The NATO base in Ukraine has been wiped off the face of the earth In the first hours of the special operation, the Russian army attacked one of the key military facilities - the future NATO Naval base in Ochakov. The UK , which finances its construction, had special plans for it.",Mon Feb 28 07:02:44 +0000 2022,10,7,en,3523359616,Elen ))),LenochkaElen,https://twitter.com/LenochkaElen,,0.1,22/05/2023,1690,1699,29288,20,35603,"There is no greatness where there is no simplicity, goodness and truth. - Там нет величия, где нет простоты, доброты и правды.Leo Tolstoy / Лев Толстой",Moscow Russia,2015-09-02 12:43:36+00:00,False,False,,2022-02-24 00:00:00+00:00,2366
1497978795571167238,https://twitter.com/denise47613384/status/1497978795571167238,,😳😳😳😳  👁👁apenas as cenas usuais dos atores da crise.  Trabalho bem  remunerado pelo Deep State!  Acontecendo na Ucrânia agora.  Acorde! https://t.co/CB41Fev9Jh,Sun Feb 27 16:55:50 +0000 2022,112,64,pt,979468154488442882,denise,denise47613384,https://twitter.com/denise47613384,,3.0,01/06/2023,17472,17361,115386,18,105323,"Brasil acima de tudo, Deus acima de todos","São Paulo, Brasil",2018-03-29 21:19:40+00:00,False,False,,2022-02-24 00:00:00+00:00,1427
1497209750202863620,https://twitter.com/WW3updated/status/1497209750202863620,,Ukrainian🇺🇦 soldiers ambush and take out Russian🇷🇺 soldiers in Kyiv today.  #UKRAINE  https://t.co/bYXoqzNP1p,Fri Feb 25 13:59:55 +0000 2022,8816,2181,en,1496808190700363779,Ukraine Updates,WW3updated,https://twitter.com/WW3updated,,1.9,05/03/2022,39842,20,13,237,801,Covering all global affairs,,2022-02-24 11:24:22+00:00,False,False,,2022-02-24 00:00:00+00:00,-1
1496716196678225924,https://twitter.com/ASLuhn/status/1496716196678225924,,The aerodrome in Kharkiv Ukraine says was hit by a Russian missile after Putin announced the special military operation in Ukraine https://t.co/ZDX5P9g3Yu,Thu Feb 24 05:18:43 +0000 2022,4028,2801,en,90275200,Alec Luhn,ASLuhn,https://twitter.com/ASLuhn,,0.1,,98292,1865,3020,2843,23171,Scripps environmental journalism fellow interested in the far north. Former Russia correspondent for @guardian & @telegraph. On Wisconsin!,,2009-11-15 23:38:46+00:00,True,False,,2022-02-24 00:00:00+00:00,4483
1497164782952239104,https://twitter.com/ItsOlegi21/status/1497164782952239104,,"Ukrainian pilot who is 6-0 shoots down a Russian Su-35 with his Mig-29. He’s been nicknamed the ghost of Kyiv, and is the first pilot since WW2 to achieve ace status! https://t.co/WsoadzLrdQ",Fri Feb 25 11:01:14 +0000 2022,22666,3099,en,1403461662070521856,Olegi21 🇺🇦💙💛,ItsOlegi21,https://twitter.com/ItsOlegi21,,0.7,,251,115,10447,5,1264,19 | 🇺🇦/ 🇮🇪 | BS/CR |,,2021-06-11 21:18:39+00:00,False,False,,2022-02-24 00:00:00+00:00,257
1496788626658807814,https://twitter.com/visegrad24/status/1496788626658807814,deleted post,"""The Japanese ambassador to Ukraine stayed in Kiev.  His great-grandfather's samurai sword and traditional armor was delivered to him from Tokyo, Japan.   In a FB post, he declared that the samurai must protect the country in which he is!  “Glory to Japan! Glory to Ukraine!""""  🇯🇵🇺🇦 https://t.co/kixeXfumqx""",Thu Feb 24 10:06:32 +0000 2022,47443,8764,en,1222773302441148416,Visegrád 24,visegrad24,https://twitter.com/visegrad24,,0.0,,151441,476,2987,1100,7573,"News, politics, current affairs, history and culture from the Visegrad countries. 🇨🇿🇭🇺🇵🇱🇸🇰",Visegrad,2020-01-30 06:48:04+00:00,False,False,,2022-02-24 00:00:00+00:00,755
1498038782851182592,https://twitter.com/IFENewsAgency/status/1498038782851182592,deleted post,HOLY FFF***🚨 As we reported here is some videos from #Ukraine Media reports a powerful explosion in #Cherkasy. Looks like Vaccum Bomb been used. By whom or on Whome is yet to be seen. https://t.co/YKb1D50ltp,Sun Feb 27 20:54:12 +0000 2022,97,47,en,1352244011419934722,📡IFE News Agency🚨,IFENewsAgency,https://twitter.com/IFENewsAgency,,1.9,,8032,2414,2518,68,7056,News portal based in India. Focused on #LOC Defense and Strategic Affairs. Visit our website : http://www.ifenewsnetwork.com On Koo: http://kooapp.com/profile/i,India,2021-01-21 13:18:24+00:00,False,False,,2022-02-24 00:00:00+00:00,398
1498184070978801666,https://twitter.com/DjangoPepito74/status/1498184070978801666,deleted post,"""""""Confirmé et reconfirmé. 9 laboratoires d'armes biologiques américains en Ukraine ont été DÉTRUITS par des missiles Iskander. Il n'y a pas de confirmation sur le statut de 4 autres laboratoires. La Russie a interrogé diplomatiquement les Américains, pendant des années""""""",Mon Feb 28 06:31:32 +0000 2022,71,49,fr,877638444180283392,Django Freeman,DjangoPepito74,https://twitter.com/DjangoPepito74,Doesn't exist,,,1841,559,8445,3,1569,"kiné non-vacciné. J'ai demandé ma radiation après 30 ans d'activité libérale. Ni vax, ni test, ni pass. Tu m'agresses, je bloque... pas de temps à perdre!",,2017-06-21 21:24:45+00:00,False,False,,2022-02-24 00:00:00+00:00,1708
1498781926596825089,https://twitter.com/tsnua/status/1498781926596825089,,Голі та примотані до стовпів: в Україні винайшли сороміцьке покарання для десятків мародерів https://t.co/a3xJSIkEwl #новини #ТСН https://t.co/LHWg4GrQwx,Tue Mar 01 22:07:11 +0000 2022,254,37,uk,60030749,ТСН.ua (канал 1+1),tsnua,https://twitter.com/tsnua,,0.7,,906285,2,1,1618,233205,"Телевізійна служба новин телеканалу 1+1. Останні новини політики, економіки, спорту — все це ексклюзивно на сайті http://TCH.ua та в цьому твітері",Україна,2009-07-25 10:27:41+00:00,False,False,,2022-02-24 00:00:00+00:00,4596
1497621394628227079,https://twitter.com/TomTugendhat/status/1497621394628227079,deleted post,There are many photos of prisoners of war and the dead circulating on social media. Please don’t share them.  @ICRC will explain that the Geneva Protocols forbid the use of the images of POWs. And the dead have lost enough already.  This is Putin’s war.,Sat Feb 26 17:15:39 +0000 2022,3274,950,en,2173779986,Tom Tugendhat,TomTugendhat,https://twitter.com/TomTugendhat,,0.0,,107376,2984,33187,881,32410,"MP for Tonbridge, Edenbridge and Malling. Chair, Foreign Affairs Committee @CommonsForeign, @Conservatives",Kent,2013-11-04 10:48:21+00:00,True,False,,2022-02-24 00:00:00+00:00,3033
1498359734784638979,https://twitter.com/nexta_tv/status/1498359734784638979,,⚡️The legendary Ghost of #Kyiv has already shot down 14 occupier planes. https://t.co/vwfYwJUthB,Mon Feb 28 18:09:33 +0000 2022,35839,4151,en,1891490382,NEXTA,nexta_tv,https://twitter.com/nexta_tv,,0.0,,756993,135,1240,5237,4177,The largest Eastern European media. To let the world know.,,2013-09-21 21:24:04+00:00,True,False,,2022-02-24 00:00:00+00:00,3077
1497254180108570633,https://twitter.com/root_nomad/status/1497254180108570633,deleted post,The sanction nobody is talking about. Russian users who attempted to visit pornhub were quite literally cockblocked by a message that told them that the content has been stopped along with a Ukranian flag and message of Ukranian support  #Ukraine #UkraineRussia #UkraineInvasion https://t.co/XdI75534JW,Fri Feb 25 16:56:28 +0000 2022,79337,14483,en,717872450877284354,┴HפIN⅄qʞƆ∀H,root_nomad,https://twitter.com/root_nomad,Doesn't exist,,,947,2914,2607,13,585,living in the future. apocalyptic pizza delivery by day metaverse samurai prince by night.,"Amsterdam, The Netherlands",2016-04-07 00:31:44+00:00,False,False,,2022-02-24 00:00:00+00:00,2148
1498386862112751622,https://twitter.com/soyunhoplita/status/1498386862112751622,,"Ejem... Adrián, estooo... A ver... Es que yo qué sé... https://t.co/bqIs6dWRaf",Mon Feb 28 19:57:21 +0000 2022,3210,1202,es,3085087007,Guillaume Debailly,soyunhoplita,https://twitter.com/soyunhoplita,,0.5,,232,633,6528,0,9798,Trabajo para la DGSE pero podría hacerlo para el AC-12. Ayuser. Ancelottista.,Infiltrado pero poco,2015-03-10 22:58:09+00:00,False,False,,2022-02-24 00:00:00+00:00,2542
1499014440775467013,https://twitter.com/kishanreddybjp/status/1499014440775467013,,"Live: Receiving stranded students from #Ukraine, who have been evacuated under #OperationGanga from Budapest, on their arrival at New Delhi.  https://t.co/MUZ0c3Ul08",Wed Mar 02 13:31:07 +0000 2022,401,361,en,160509668,G Kishan Reddy,kishanreddybjp,https://twitter.com/kishanreddybjp,,0.1,,306315,764,36373,422,30386,"Union Minister For Culture, Tourism And Development Of North Eastern Region (DoNER), Government of India | MP - Secunderabad","Hyderabad, Telangana.",2010-06-28 11:05:12+00:00,True,False,,2022-02-24 00:00:00+00:00,4258
1497307778880212994,https://twitter.com/deep_seekers/status/1497307778880212994,,"""Unbelievable! CNN reported journalist """"Bernie Gores"""" died once in Afghanistan and again in Ukraine. Not only did he not die, CNN used a fake name. His real name is Jordie Jordan and he's a famous YouTube gaming streamer. Here he is, same photo! Good reporting CNN 😂 #fakenews https://t.co/8QlBLmRg4k""",Fri Feb 25 20:29:27 +0000 2022,1362,696,en,4805884231,DeepSeek,deep_seekers,https://twitter.com/deep_seekers,,1.1,,5132,4855,11050,35,524,"Live free, love and let be 💙",,2016-01-24 03:55:12+00:00,False,False,,2022-02-24 00:00:00+00:00,2222
1498674073559306249,https://twitter.com/vonderleyen/status/1498674073559306249,,Today the EU and Ukraine are already closer than ever.  There is still a long path ahead. We have to end this war. And we should talk about the next steps.  But nobody can doubt that a people that stands up so bravely for our European values belongs in our European family. https://t.co/AeZBy0gvw5,Tue Mar 01 14:58:37 +0000 2022,11782,2569,en,1146329871418843136,Ursula von der Leyen,vonderleyen,https://twitter.com/vonderleyen,,0.0,,940473,205,347,4980,3005,President of the @EU_Commission. Mother of seven. Brussels-born. European by heart. 🇪🇺,,2019-07-03 08:08:33+00:00,True,False,,2022-02-24 00:00:00+00:00,966
1496695431673397251,https://twitter.com/seanisinnocent/status/1496695431673397251,,"Live from Kyiv, Ukraine right now, from the instagram of a girl I follow. Her username has been cropped out for her own safety. #StandWithUkraine https://t.co/frHal49wm2",Thu Feb 24 03:56:12 +0000 2022,5277,2168,en,247536206,ШУРА,seanisinnocent,https://twitter.com/seanisinnocent,,0.3,,643,152,1590,9,11288,🇺🇦,"Kyiv, Ukraine",2011-02-05 00:45:10+00:00,False,False,,2022-02-24 00:00:00+00:00,4036
1496802689669292039,https://twitter.com/Telegraph/status/1496802689669292039,,"🚨Vladimir Putin has appeared to threaten nuclear strikes if any country tries to attack Russia in retaliation.  In a chilling warning, he said the “consequences” of any attempt to strike back would provoke a response “never seen in history” https://t.co/yrEUaNKIQJ",Thu Feb 24 11:02:25 +0000 2022,16685,6256,en,16343974,The Telegraph,Telegraph,https://twitter.com/Telegraph,,0.1,,3192244,865,371,20447,469652,"Think ahead with the latest news, comment, analysis and video.   Subscribe here: https://www.telegraph.co.uk/customer/subscribe/","London, UK",2008-09-18 06:50:54+00:00,True,False,,2022-02-24 00:00:00+00:00,4906
1498223063208542208,https://twitter.com/AdrianBarbon/status/1498223063208542208,,"En serio, dejad de hacer el ridículo diciendo que Putin es comunista. Es un ultranacionalista y conservador. Y le ganó la presidencia precisamente al candidato comunista. Y yo soy un socialdemócrata. Pero las cosas hay que decirlas como son. Es una cuestión de cultura general.",Mon Feb 28 09:06:28 +0000 2022,1685,458,es,211250630,🌹 Adrián Barbón 💙💛,AdrianBarbon,https://twitter.com/AdrianBarbon,,1.3,,39114,2797,37408,246,44425,"Del 4 de enero de 1979, del @PSOE y de Laviana. ¿La Política? ¡Mi pasión! Secretario General de la @FSA_PSOE y Presidente del Principado de Asturias",Asturias (España),2010-11-02 18:56:21+00:00,True,False,,2022-02-24 00:00:00+00:00,4131
